Gene.symbol,P.Value,logFC,Cell Line
DAO,0.0445,0.34960211,MDA
STAT6,0.0269,0.34985252,MDA
LYPLA1,0.0493,0.35015458,MDA
TM4SF1,0.0404,0.35019121,MDA
WDR55,0.0187,0.35381998,MDA
ATP6V1D,0.0136,0.3541679,MDA
XRCC5,0.0223,0.35585326,MDA
C12orf10,0.0499,0.35594323,MDA
PCNA,0.035,0.35611963,MDA
PDIA4,0.0277,0.35674087,MDA
TRIM44,0.0388,0.35730349,MDA
CD63,0.0254,0.35756887,MDA
CTBP2,0.0398,0.35864241,MDA
WWC1,0.031,0.3587444,MDA
SSH3,0.0468,0.358889,MDA
ANXA5,0.033,0.35973844,MDA
SF3A3,0.0412,0.36016781,MDA
TRIM13,0.0166,0.3617462,MDA
GLRX3,0.0365,0.36177322,MDA
PPCS,0.0449,0.36289988,MDA
NAMPT,0.0151,0.36295832,MDA
FYN,0.0484,0.36302664,MDA
APBB2,0.0309,0.36313159,MDA
MT1X,0.0406,0.36330853,MDA
ARMCX5,0.0431,0.36395835,MDA
DLST,0.027,0.36409803,MDA
AARS,0.018,0.36495583,MDA
PIN4,0.0214,0.36496396,MDA
OTUB2,0.035,0.36512073,MDA
DENND5A,0.039,0.36562025,MDA
SNIP1,0.0252,0.36578396,MDA
ARMCX6,0.0247,0.36642686,MDA
PFN1,0.0243,0.36649195,MDA
CYCS,0.0242,0.36656291,MDA
RPL39,0.0341,0.36658477,MDA
TIMP3,0.0131,0.36792213,MDA
DLD,0.0249,0.36837633,MDA
ASB1,0.0359,0.36844907,MDA
USP1,0.0176,0.3686603,MDA
RPL11,0.0443,0.36867403,MDA
TM4SF1,0.00967,0.36881062,MDA
NEDD4L,0.0333,0.36893863,MDA
ABCE1,0.0292,0.36916926,MDA
SMNDC1,0.0151,0.36958516,MDA
SRPK2,0.0359,0.37012503,MDA
DDX46,0.0223,0.37102483,MDA
IFRD1,0.0225,0.37336971,MDA
TDP1,0.00957,0.37359476,MDA
PFKM,0.0097,0.37374825,MDA
DESI1,0.0231,0.37430215,MDA
WDTC1,0.0337,0.37495303,MDA
MAPK13,0.0306,0.37529345,MDA
DDX11,0.0355,0.37542807,MDA
DPY19L1,0.0227,0.37600149,MDA
PSME4,0.029,0.37605123,MDA
SRRT,0.0179,0.37622488,MDA
PARP1,0.0149,0.37645317,MDA
RBM39,0.02,0.37681935,MDA
PCGF3,0.0422,0.37713588,MDA
FLII,0.0401,0.37745732,MDA
ZBED5,0.0157,0.37749905,MDA
RAB28,0.0233,0.37801759,MDA
DCTD,0.0142,0.37807034,MDA
EXOC1,0.0257,0.37807652,MDA
JAK3,0.0357,0.37830185,MDA
GTF2IP4///GTF2IP1///GTF2I,0.0496,0.3795001,MDA
HERPUD1,0.0365,0.37977884,MDA
EMP1,0.0251,0.37989072,MDA
ARHGAP1,0.0344,0.38166961,MDA
USP47,0.0138,0.38192203,MDA
C10orf2,0.0435,0.38212239,MDA
CRYZL1,0.0259,0.38231176,MDA
NOL9,0.037,0.38255696,MDA
IDI1,0.0194,0.3826347,MDA
BEX3,0.0434,0.3829914,MDA
MRS2,0.0383,0.38326259,MDA
SLC12A7,0.0396,0.38337675,MDA
ITPA,0.039,0.38413588,MDA
EMP1,0.0441,0.38435074,MDA
RINT1,0.0145,0.38455692,MDA
CCDC90B,0.0114,0.38458071,MDA
MRPL15,0.0112,0.38480371,MDA
POGK,0.0164,0.38691069,MDA
PEF1,0.0293,0.38696229,MDA
AGPAT2,0.0249,0.38697663,MDA
INTS9,0.0437,0.38768912,MDA
MIR6758///MARS,0.0279,0.38794766,MDA
SSR4,0.0262,0.3888404,MDA
MLLT11,0.0379,0.38948697,MDA
UQCRHL///UQCRH,0.0266,0.38948843,MDA
TTC27,0.0374,0.39006968,MDA
PKP4,0.0262,0.39073355,MDA
ARFIP2,0.0225,0.39078611,MDA
GPI,0.00977,0.3912516,MDA
MGAT5,0.0284,0.39158586,MDA
SCAF11,0.0265,0.39226781,MDA
SNORD38B///SNORD55///RPS8,0.0281,0.39235214,MDA
FUT6,0.0448,0.39331004,MDA
CARD10,0.0131,0.39340537,MDA
NXT2,0.0453,0.39345995,MDA
GSPT1,0.0192,0.39372766,MDA
DSTYK,0.0393,0.39377508,MDA
ASAP2,0.0482,0.39380761,MDA
PPID,0.0166,0.3941512,MDA
MKKS,0.0256,0.39525937,MDA
POLD2,0.019,0.39531445,MDA
ACTB,0.0381,0.39537165,MDA
FAM162A,0.0292,0.39597011,MDA
CSNK1D,0.0223,0.39598227,MDA
ERBIN,0.0122,0.39603467,MDA
POU5F1P4,0.017,0.39609076,MDA
CHD4,0.018,0.39634159,MDA
GMDS,0.0285,0.39670065,MDA
USP16,0.0239,0.39691609,MDA
HMBS,0.0207,0.39719293,MDA
TJP2,0.00982,0.39719437,MDA
HNRNPD,0.0217,0.3982317,MDA
IGLC1,0.0452,0.39839439,MDA
LOC100996792///MAP2K3,0.0396,0.39900274,MDA
OSBPL7,0.0338,0.39987278,MDA
KDM5B,0.0275,0.40016775,MDA
TSG101,0.0201,0.40023921,MDA
SLC3A2,0.0117,0.40080953,MDA
HNRNPD,0.0079,0.40105276,MDA
NECTIN2,0.0312,0.40133421,MDA
HNRNPD,0.0097,0.40159354,MDA
RTEL1-TNFRSF6B///TNFRSF6B,0.0318,0.40196128,MDA
BLVRA,0.0221,0.40220884,MDA
ASL,0.0497,0.40251842,MDA
KRT33B,0.0449,0.40262439,MDA
CLNS1A,0.0115,0.40270393,MDA
ZBTB38,0.0399,0.40280403,MDA
FHL1,0.0272,0.40298588,MDA
CBX3,0.0177,0.40331062,MDA
CDC42,0.0117,0.40336544,MDA
KLHDC10,0.037,0.40358446,MDA
RCC1L,0.0444,0.40379765,MDA
MPST,0.0418,0.4051043,MDA
UBAP2,0.0375,0.40524428,MDA
GAPVD1,0.0117,0.40525348,MDA
SEC61G,0.0175,0.40632202,MDA
STEAP1,0.044,0.40665122,MDA
TRIM44,0.0187,0.40667418,MDA
MCF2L,0.0281,0.40703472,MDA
TMEM243,0.0481,0.40712149,MDA
SNORD14D///SNORD14C///HSPA8,0.0315,0.40758666,MDA
RHOG,0.0166,0.40786228,MDA
CDC34,0.046,0.40835487,MDA
FNBP1L,0.0352,0.4088656,MDA
TBC1D9B,0.0176,0.40917461,MDA
MT1G,0.0362,0.40987632,MDA
IL12A,0.0211,0.41054032,MDA
COPS6,0.0348,0.41086071,MDA
MITF,0.0255,0.41118187,MDA
CDCA8,0.0413,0.41136393,MDA
MIR3658///UCK2,0.0492,0.41192796,MDA
LPIN1,0.0364,0.41239544,MDA
THOC2,0.0198,0.41292902,MDA
RNF11,0.00983,0.41310554,MDA
COPB1,0.0106,0.41316478,MDA
XPO6,0.0219,0.41340916,MDA
NDUFV2,0.00896,0.41417002,MDA
HBZ,0.0356,0.41425902,MDA
SMC4,0.00529,0.41429216,MDA
FAM111A,0.0219,0.41451092,MDA
UBE4B,0.0218,0.41465998,MDA
CRCP,0.0248,0.41489836,MDA
C12orf49,0.0429,0.41517806,MDA
AVPI1,0.0128,0.41604045,MDA
SNORD14D///SNORD14C///HSPA8,0.0364,0.41615557,MDA
PSMD13,0.0129,0.41699474,MDA
MOSPD3,0.0345,0.41725471,MDA
FADD,0.0298,0.41732101,MDA
LDLR,0.0181,0.41751898,MDA
RAB22A,0.0469,0.41784178,MDA
ETFDH,0.0217,0.41844193,MDA
EIF4G1,0.0334,0.41854627,MDA
RREB1,0.0236,0.41860594,MDA
IDH3B,0.0113,0.41977037,MDA
RBBP4,0.0361,0.41990261,MDA
PLPP2,0.0274,0.42010379,MDA
RAB33A,0.0355,0.42018716,MDA
DNAAF5,0.0329,0.42032947,MDA
ARID5B,0.0291,0.42052354,MDA
CLP1,0.0146,0.42127669,MDA
AVEN,0.0443,0.42129547,MDA
DHX15,0.0427,0.42134951,MDA
WBSCR22,0.00893,0.42305705,MDA
ELOVL6,0.0262,0.42309086,MDA
RAP1GDS1,0.015,0.42319044,MDA
SNORA41///EEF1B2,0.0457,0.42368443,MDA
DCTD,0.032,0.42372639,MDA
PVR,0.0355,0.42380304,MDA
TBXA2R,0.0237,0.42434687,MDA
PFKL,0.00596,0.42439744,MDA
UCP2,0.0141,0.42443468,MDA
REXO2,0.0163,0.42446809,MDA
TRAM2,0.00923,0.42555571,MDA
CTBP2,0.0124,0.42619666,MDA
WTH3DI///RAB6A,0.0305,0.42652699,MDA
PRH1-PRR4///PRH2///PRH1,0.0343,0.4270362,MDA
BTRC,0.0358,0.42747099,MDA
FEZ2,0.0107,0.4280004,MDA
RPL34,0.0379,0.42815363,MDA
PGM3,0.0128,0.42823674,MDA
SMARCA5,0.0236,0.42874083,MDA
DNAJB9,0.025,0.42925593,MDA
SMARCA5,0.0125,0.43000875,MDA
RNF8,0.00828,0.43057454,MDA
HEBP1,0.0144,0.43123884,MDA
CLTB,0.0117,0.4314185,MDA
DAP,0.0136,0.43177529,MDA
COPB1,0.00573,0.43229993,MDA
MIR6727///CPSF3L,0.0314,0.43262729,MDA
RPL18,0.0489,0.43266219,MDA
MAP3K4,0.034,0.43296752,MDA
LPIN2,0.013,0.43326825,MDA
BLVRA,0.0133,0.43337802,MDA
LAMB1,0.0116,0.43375009,MDA
EIF3A,0.0381,0.43385027,MDA
ZNF22,0.0107,0.43450122,MDA
DNAJC16,0.0395,0.43532192,MDA
CHCHD7,0.036,0.43554402,MDA
EPRS,0.0316,0.43568776,MDA
PHF10,0.00509,0.43592509,MDA
BSDC1,0.0329,0.43675055,MDA
NKRF,0.0311,0.43697826,MDA
ACAT2,0.00993,0.43748525,MDA
UGCG,0.0346,0.43775011,MDA
ZNF143,0.0309,0.43783511,MDA
COMMD8,0.0481,0.43788912,MDA
RLIM///PABPC1,0.0467,0.43794578,MDA
MT2A,0.012,0.43805713,MDA
SNRPB2,0.0225,0.43890014,MDA
HBQ1,0.0368,0.43955183,MDA
EDN1,0.0179,0.4401333,MDA
TRIM28,0.0248,0.44050594,MDA
C21orf59,0.0127,0.44165461,MDA
COX15,0.0206,0.44183183,MDA
AP2A2,0.012,0.44214066,MDA
GDI1,0.0203,0.44251142,MDA
TUBA1B,0.0179,0.44260901,MDA
TTC31,0.0382,0.44278691,MDA
TARBP2,0.0185,0.44319555,MDA
ARL3,0.007,0.44366564,MDA
PAPSS2,0.00793,0.44378277,MDA
YTHDF2,0.00755,0.44382205,MDA
ZNF330,0.00524,0.44435543,MDA
KIAA0232,0.0171,0.4444145,MDA
CSNK1E,0.0427,0.44501121,MDA
PRPS2,0.0307,0.44503611,MDA
E2F3,0.016,0.44545123,MDA
FAM50A,0.0118,0.44548033,MDA
EED,0.0182,0.4461445,MDA
AIMP1,0.0067,0.44665699,MDA
ATF1,0.0295,0.44685825,MDA
SLK,0.0357,0.44711722,MDA
CCNB1IP1,0.0227,0.44779722,MDA
MOK,0.0268,0.44793537,MDA
LOC100287852///FAM136A,0.0195,0.44794494,MDA
MCRS1,0.00573,0.44830671,MDA
G3BP2,0.0482,0.44832503,MDA
SRSF7,0.0235,0.44839535,MDA
GGA1,0.0209,0.44849937,MDA
TRIP6,0.0162,0.44960248,MDA
CCT8,0.0103,0.4496721,MDA
SEC31A,0.00518,0.44976538,MDA
SLC9A3R1,0.0105,0.4498322,MDA
PLEK2,0.0138,0.44999426,MDA
KCNG1,0.0277,0.44999785,MDA
TRAPPC3,0.0188,0.4503131,MDA
PICALM,0.0141,0.45042261,MDA
DESI1,0.0396,0.45053719,MDA
PLAT,0.00585,0.45072997,MDA
ETV5,0.0314,0.45102852,MDA
HAND2-AS1,0.0244,0.45167652,MDA
INPPL1,0.0176,0.45198212,MDA
ZNF273,0.0375,0.45235135,MDA
PSMD2,0.00585,0.45268906,MDA
EIF3F,0.00665,0.45299505,MDA
CD59,0.0135,0.45314067,MDA
APBB2,0.0409,0.45331099,MDA
GTPBP2,0.0261,0.45340819,MDA
DNAJC6,0.0346,0.45392604,MDA
EIF3I,0.00801,0.45436164,MDA
SNORD14D///SNORD14C///HSPA8,0.0497,0.45510614,MDA
PPP1R1A,0.0409,0.45525361,MDA
TM4SF1,0.0427,0.45555211,MDA
LOC101929368///FKBP1A,0.0117,0.4565305,MDA
HNRNPD,0.0057,0.45672241,MDA
GRSF1,0.00334,0.45733121,MDA
RBM41,0.016,0.45744551,MDA
EHBP1,0.0335,0.45822503,MDA
NCAPG,0.0191,0.45865642,MDA
ANAPC10,0.00498,0.45957125,MDA
USO1,0.00745,0.45959024,MDA
MGEA5,0.0472,0.45962612,MDA
ALS2CL,0.0311,0.45977507,MDA
C20orf27,0.0208,0.4598728,MDA
MPHOSPH6,0.0142,0.45998398,MDA
CALR,0.00397,0.46026115,MDA
PTGS1,0.0237,0.46044028,MDA
KDM5B,0.0352,0.46129689,MDA
PGRMC2,0.0121,0.46207648,MDA
ADH7,0.0496,0.4622341,MDA
SNAI2,0.00442,0.4627089,MDA
UBE2K,0.0101,0.46282519,MDA
SGCA,0.0416,0.46296502,MDA
MREG,0.0143,0.46340256,MDA
EPHA2,0.0109,0.46369997,MDA
ABI2,0.0157,0.46381528,MDA
OBSL1,0.0368,0.46394988,MDA
POTEKP,0.0437,0.46441606,MDA
PIN4,0.0165,0.465089,MDA
HMGB2,0.00711,0.46565823,MDA
EI24,0.0242,0.46567407,MDA
SRI,0.00857,0.46639627,MDA
GPN2,0.0269,0.46642055,MDA
YWHAE,0.0229,0.46696903,MDA
FAM175B,0.0072,0.46709224,MDA
RAP1GDS1,0.009,0.46710514,MDA
GAGE12D///GAGE12F///GAGE12H///GAGE12E///GAGE12B///GAGE12C///GAGE2D///GAGE12J///GAGE12G///GAGE13///GAGE12I///GAGE7///GAGE6///GAGE5///GAGE4///GAGE1,0.0147,0.46751765,MDA
NTRK2,0.0412,0.46757634,MDA
SMC3,0.00666,0.4680562,MDA
LRRFIP1,0.0314,0.4680609,MDA
OXTR,0.0383,0.46810822,MDA
INPP5A,0.0128,0.46866479,MDA
CD59,0.00667,0.46888869,MDA
ALDOB,0.0243,0.46908057,MDA
POLA2,0.0384,0.46914723,MDA
CNN3,0.0064,0.46967162,MDA
PAICS,0.00439,0.47013957,MDA
FKBP14,0.0307,0.47016848,MDA
RPS4X,0.0141,0.47024995,MDA
LOC101928916///NNMT,0.00546,0.47037459,MDA
DDX58,0.00807,0.47042866,MDA
PSMD10,0.0123,0.47074399,MDA
TUBA3D///TUBA3C,0.0497,0.47140869,MDA
LIMD1,0.03,0.47147891,MDA
PTPRZ1,0.0488,0.47175414,MDA
EIF4G2,0.00611,0.4718191,MDA
CMC4,0.0197,0.47208805,MDA
TMBIM6,0.00353,0.47239434,MDA
DDX50,0.00679,0.47245777,MDA
ATF4,0.0312,0.47270142,MDA
AATF,0.02,0.4730657,MDA
SLC2A1,0.00355,0.47331976,MDA
OSBP,0.0231,0.47333205,MDA
PARP12,0.0341,0.47350062,MDA
LOC100508408///SNORD14B///RPS13,0.0131,0.47444427,MDA
DCUN1D4,0.048,0.47490829,MDA
SUCLA2,0.0151,0.4749767,MDA
CELF1,0.00932,0.47510692,MDA
PPP3CC,0.0246,0.47558148,MDA
SC5D,0.022,0.47586869,MDA
CEP135,0.00919,0.47593559,MDA
CLTB,0.0135,0.47626283,MDA
FDPS,0.00708,0.47628281,MDA
ATP2B4,0.0145,0.47699373,MDA
IL15,0.0263,0.47705518,MDA
IDS,0.0302,0.4771057,MDA
CBX1,0.00239,0.47718966,MDA
PRDX1,0.012,0.47755924,MDA
GCN1,0.0133,0.47785081,MDA
PTPRR,0.0355,0.47785817,MDA
EBP,0.0121,0.47955996,MDA
BCL2L2-PABPN1///PABPN1,0.00968,0.47976083,MDA
UEVLD,0.0169,0.47996304,MDA
NFKB1,0.00984,0.48027919,MDA
ZDHHC6,0.00513,0.4809196,MDA
SLC37A4,0.0479,0.48121976,MDA
KIAA1551,0.0273,0.48208505,MDA
DSTN,0.032,0.48212337,MDA
PSMF1,0.021,0.48213538,MDA
NDRG1,0.0105,0.48222667,MDA
ZNF282,0.0307,0.48314434,MDA
ST8SIA2,0.0151,0.48350427,MDA
SMARCC1,0.0217,0.48407345,MDA
HMGCR,0.0446,0.48419666,MDA
NPM1,0.00532,0.48429297,MDA
MUC3B///MUC3A,0.0114,0.48554341,MDA
TUBA1B,0.0433,0.48639693,MDA
MTMR2,0.0262,0.48644719,MDA
CDV3,0.00735,0.48684072,MDA
GTPBP4,0.00862,0.48715968,MDA
ATP6V0A4,0.0207,0.48794387,MDA
CAPN1,0.0269,0.48810783,MDA
PARVA,0.0223,0.48817733,MDA
MID1,0.00843,0.48820017,MDA
SNORD73A///RPS3A,0.0381,0.48835572,MDA
HDLBP,0.00783,0.48842511,MDA
SRP72,0.0025,0.48863612,MDA
NSMCE4A,0.0188,0.48867256,MDA
MPP2,0.0237,0.4895641,MDA
OSBPL3,0.0405,0.48989496,MDA
AMD1,0.00505,0.49032349,MDA
UBE4A,0.00887,0.49032864,MDA
MIR6787///SLC16A3,0.0215,0.49074466,MDA
CDC25B,0.0457,0.49136026,MDA
HSPB8,0.0327,0.49151477,MDA
GCH1,0.0103,0.49178069,MDA
LARP4B,0.00493,0.49185448,MDA
TALDO1,0.0175,0.49190867,MDA
PTPN12,0.00479,0.49192268,MDA
BHLHE40,0.00592,0.49194449,MDA
APAF1,0.0379,0.49209244,MDA
SOD3,0.0231,0.49248782,MDA
CORO1C,0.0112,0.49270254,MDA
CSNK2A1,0.00329,0.49323989,MDA
APOOL,0.0263,0.49389521,MDA
FLNA,0.0499,0.49421528,MDA
SSH3,0.0249,0.49425499,MDA
RRAD,0.0275,0.49461769,MDA
MIPEP,0.0216,0.49518272,MDA
ARIH2,0.0421,0.49535913,MDA
SLC12A8,0.0276,0.49567643,MDA
MECP2,0.0362,0.49611948,MDA
EXOSC10,0.0268,0.4961467,MDA
EXOSC9,0.0149,0.49619611,MDA
PSMA1,0.0137,0.49724664,MDA
MYH9,0.043,0.49748472,MDA
ING2,0.0123,0.4975194,MDA
YIPF6,0.0138,0.4975899,MDA
IL13RA1,0.00858,0.49793563,MDA
AK6///TAF9,0.00362,0.49820639,MDA
MRPS35,0.00318,0.49890138,MDA
VPS54,0.0373,0.49899533,MDA
WDR76,0.0386,0.49951758,MDA
NUFIP1,0.0276,0.49970297,MDA
IRF7,0.0448,0.50005318,MDA
SHMT2,0.0119,0.50023664,MDA
USP5,0.0432,0.50033598,MDA
GNB1,0.019,0.50120071,MDA
PINK1,0.0334,0.5013106,MDA
SH2D4A,0.0105,0.5015154,MDA
TNFAIP3,0.0196,0.50188019,MDA
CCR1,0.0201,0.50189685,MDA
ZNF267,0.0461,0.50199606,MDA
RPS4X,0.0234,0.50286395,MDA
DXO,0.0138,0.50319792,MDA
CHP1,0.00253,0.50378627,MDA
PWP1,0.00686,0.50406601,MDA
RALBP1,0.00708,0.50406629,MDA
MIR6733///EBNA1BP2,0.00899,0.50416653,MDA
PTPMT1///KBTBD4,0.0441,0.50459431,MDA
CDC6,0.0167,0.50466572,MDA
SAV1,0.00331,0.50588704,MDA
RBBP4,0.0119,0.50594659,MDA
MED20,0.0378,0.50605175,MDA
KIAA0922,0.00767,0.50612704,MDA
PPP2R5A,0.0376,0.5062129,MDA
CSRNP2,0.0235,0.50651161,MDA
CTAGE8///CTAGE4///CTAGE9///CTAGE15,0.0213,0.50703168,MDA
TOM1L1,0.0406,0.50720187,MDA
EIF4H,0.00291,0.50765824,MDA
WTH3DI///RAB6C///RAB6A,0.00664,0.5081246,MDA
SEMA4F,0.0496,0.5082654,MDA
LSM8,0.00794,0.50834842,MDA
DCTD,0.0042,0.50853543,MDA
SRPK1,0.00398,0.50897128,MDA
NEIL3,0.0435,0.50901113,MDA
ETS1,0.0257,0.50933896,MDA
OR7C1,0.0164,0.50945573,MDA
KLF5,0.047,0.51006538,MDA
LOC100996696///PABPC4,0.0055,0.51021813,MDA
EFCAB14,0.00848,0.51065231,MDA
N4BP2L1,0.0465,0.51078501,MDA
TROAP,0.0274,0.51121444,MDA
NOTCH1,0.0399,0.51138621,MDA
SNORD73A///RPS3A,0.0351,0.51175117,MDA
MORF4L2,0.00268,0.51182926,MDA
LDLRAP1,0.0093,0.51185554,MDA
BRCC3,0.032,0.51205223,MDA
PSMF1,0.0185,0.51210013,MDA
CALCOCO1,0.0208,0.51226301,MDA
RGS10,0.0475,0.51233149,MDA
CHCHD2,0.012,0.51251037,MDA
SCD5,0.0144,0.51278128,MDA
ZNF75D,0.0331,0.51288365,MDA
TMA16,0.0291,0.51592425,MDA
KDELR2,0.0355,0.51614832,MDA
ACLY,0.00525,0.51653675,MDA
SEC63,0.0465,0.51654027,MDA
HNRNPA1P10///HNRNPA1,0.0155,0.51686104,MDA
EMD,0.00341,0.51703087,MDA
PRKAG1,0.00725,0.51838646,MDA
GRB10,0.0194,0.51843138,MDA
VAMP7,0.00534,0.51844737,MDA
AQP3,0.00501,0.51853377,MDA
PNPLA2,0.0366,0.518545,MDA
PPM1G,0.0139,0.51862253,MDA
LRP8,0.013,0.51926739,MDA
NAT10,0.0278,0.51970765,MDA
CENPU,0.00238,0.51979268,MDA
LOC100507855///AK4,0.0285,0.51979911,MDA
NSUN5,0.0368,0.52014923,MDA
RPAP3,0.00232,0.5208042,MDA
TCEB3,0.0414,0.52117102,MDA
UROS,0.0099,0.52147046,MDA
SEC14L5,0.0193,0.52151123,MDA
SET,0.0201,0.5228318,MDA
PRMT2,0.00341,0.52320427,MDA
AKAP9,0.0418,0.52322388,MDA
SEC14L1,0.0416,0.52422151,MDA
TRNAU1AP,0.0414,0.52424652,MDA
DLC1,0.0283,0.52429585,MDA
CDH7,0.0135,0.52444887,MDA
UBE2D3,0.00308,0.52533719,MDA
PPIF,0.00284,0.52552996,MDA
HADHA,0.0306,0.52692457,MDA
PINK1,0.00727,0.52701034,MDA
TNFRSF1A,0.0116,0.52717798,MDA
PHTF2,0.00178,0.52765678,MDA
MTA1,0.0163,0.52856529,MDA
TMX2-CTNND1///CTNND1,0.02,0.52881054,MDA
NDUFC2-KCTD14///KCTD14,0.00254,0.52883461,MDA
KIF2C,0.00201,0.52888241,MDA
C3orf52,0.0246,0.52897073,MDA
EZR,0.00183,0.5291332,MDA
SWAP70,0.0185,0.5292953,MDA
GLUL,0.0392,0.52942486,MDA
CDH4,0.0275,0.52954338,MDA
EPHB4,0.00572,0.53027826,MDA
TJP1,0.0065,0.53028112,MDA
DHX32,0.00242,0.53114234,MDA
NTRK3,0.0219,0.53142337,MDA
LOC101060363///PPIA,0.0352,0.53217156,MDA
ERBB3,0.0327,0.5323026,MDA
UBA6,0.0289,0.53240474,MDA
APOC1,0.0126,0.5329153,MDA
LOC101927733///HMGN1,0.0027,0.53328102,MDA
LOC101928916///NNMT,0.00932,0.53332109,MDA
TSPAN5,0.00629,0.53345213,MDA
PDZD8,0.011,0.53356695,MDA
ACTB,0.0306,0.53359709,MDA
LOC101927180///ATP6V1F,0.0143,0.53408067,MDA
PDLIM5,0.0292,0.53434438,MDA
TOP3A,0.00603,0.53442093,MDA
ZNF384,0.0101,0.53447986,MDA
UPF3B,0.00999,0.53457744,MDA
BUB3,0.00421,0.53500656,MDA
LOC101928826///TPT1,0.0174,0.53506913,MDA
GNAI1,0.0451,0.53517712,MDA
NUDC,0.00687,0.5356633,MDA
ABI2,0.0261,0.53572856,MDA
DBI,0.0085,0.53591862,MDA
THOC2,0.0173,0.53616998,MDA
MT1F,0.0188,0.53654299,MDA
PDK3,0.0238,0.53673664,MDA
PPP1R15A,0.0303,0.5371418,MDA
ILF3,0.0157,0.53716019,MDA
STARD8,0.0135,0.53718341,MDA
TNXB///TNXA,0.00514,0.53720961,MDA
FAM127A,0.00421,0.53853591,MDA
PSAT1,0.0189,0.53857244,MDA
PAICS,0.0232,0.5386232,MDA
DBI,0.0191,0.53881914,MDA
PTER,0.003,0.53888123,MDA
UCP2,0.0485,0.53900941,MDA
CNOT2,0.0385,0.53904802,MDA
UBL4A,0.00441,0.53909394,MDA
RECQL,0.00154,0.53952924,MDA
SHMT2,0.02,0.53989611,MDA
PDCD11,0.00197,0.54001799,MDA
CCDC86,0.00444,0.54018845,MDA
UGT1A1///UGT1A4///UGT1A9///UGT1A6///UGT1A8///UGT1A10,0.033,0.54043148,MDA
ZMYM4,0.0158,0.54050146,MDA
MRPL44,0.0292,0.54082909,MDA
DHFR,0.0116,0.54109135,MDA
STX3,0.00535,0.54124752,MDA
EIF2AK1,0.00241,0.54140585,MDA
BRF1,0.0267,0.54145898,MDA
YEATS2,0.0301,0.54151539,MDA
ANKMY2,0.00663,0.54180212,MDA
RBMS3,0.0062,0.54232782,MDA
ALG13,0.00276,0.54241112,MDA
PRMT3,0.0103,0.54273556,MDA
PROCR,0.0068,0.54307084,MDA
TRA2A,0.0095,0.54320182,MDA
CDC42SE1,0.0145,0.54337245,MDA
TNIP2,0.00659,0.54350878,MDA
NAA35,0.0128,0.54372654,MDA
CACNA1E,0.00899,0.54422832,MDA
CTBP2,0.0139,0.54476529,MDA
MIR4271///C3orf62///USP4,0.00462,0.54542773,MDA
MMP23A///MMP23B,0.0112,0.54548099,MDA
NUDC,0.00155,0.54610325,MDA
TKT,0.00536,0.54636653,MDA
DCUN1D4,0.0225,0.54652817,MDA
GGCT,0.00262,0.5466375,MDA
SLC35F2,0.00453,0.54669944,MDA
MTMR11,0.0335,0.54707078,MDA
RFC2,0.0136,0.54709818,MDA
TTLL7,0.027,0.54713117,MDA
NECAP2,0.00904,0.54713928,MDA
MSH2,0.00564,0.54715639,MDA
WLS,0.00532,0.54742416,MDA
RPL9,0.00972,0.54752208,MDA
MCM7,0.00383,0.54768562,MDA
CD151,0.00675,0.54817036,MDA
UBE2A,0.00421,0.54900544,MDA
PJA1,0.00189,0.5491061,MDA
PDK3,0.0307,0.54933786,MDA
GAR1,0.0073,0.54942124,MDA
JARID2,0.0271,0.54997886,MDA
PRKCDBP,0.0172,0.55045401,MDA
PRSS23,0.00273,0.55099641,MDA
HNRNPDL,0.00355,0.55126893,MDA
IPO7,0.0024,0.55172471,MDA
PRPS1,0.0114,0.5521907,MDA
CAPRIN1,0.00649,0.55221338,MDA
MKI67,0.0185,0.55278754,MDA
DNMBP,0.00657,0.55347723,MDA
ILK,0.0138,0.55427286,MDA
VPS16,0.0181,0.55434989,MDA
COG5,0.00781,0.55435319,MDA
VOPP1,0.00625,0.55493826,MDA
PNP,0.00278,0.55526715,MDA
DNAJC7,0.0467,0.55575958,MDA
ANGPTL8,0.0204,0.55583489,MDA
MAPRE2,0.00518,0.55604174,MDA
PRKACB,0.0193,0.55641772,MDA
NUP88,0.013,0.5566967,MDA
NDUFC2-KCTD14///KCTD14,0.00284,0.55737247,MDA
ESPL1,0.0215,0.55831798,MDA
SNX13,0.00874,0.55868439,MDA
PPP1R14B,0.00297,0.55887794,MDA
SGK2,0.0136,0.56039999,MDA
ZKSCAN5,0.0266,0.56047557,MDA
WAS,0.0108,0.5612146,MDA
PHLDA2,0.00503,0.56188834,MDA
CEP104,0.034,0.56199565,MDA
SND1,0.00514,0.5624534,MDA
ATP8A2,0.0347,0.56301926,MDA
TUBA1C,0.0136,0.56303931,MDA
LMO2,0.0224,0.56349366,MDA
CD160,0.0337,0.56350988,MDA
LOC101928625///MED21,0.0102,0.56389093,MDA
MED4,0.00349,0.56397798,MDA
ANXA2P3,0.0336,0.56438377,MDA
TRAM2,0.0117,0.5645366,MDA
MKRN1,0.00299,0.56494179,MDA
LDLR,0.00354,0.56501792,MDA
GNB2,0.0029,0.56505657,MDA
MCM7,0.00289,0.56634384,MDA
TUBB6,0.0083,0.56675634,MDA
LIN7C,0.0409,0.5675616,MDA
RPL36A-HNRNPH2///HNRNPH2,0.00303,0.56814236,MDA
